DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT
2018-11-09	29551738	Dong J	2018-03-15	Clin Gastroenterol Hepatol	www.ncbi.nlm.nih.gov/pubmed/29551738	Interactions Between Genetic Variants and Environmental Factors Affect Risk of Esophageal Adenocarcinoma and Barrett's Esophagus.	Esophageal adenocarcinoma x pack-years of smoking exposure interaction	2,284 European ancestry cases, 2,182 European ancestry controls	NA	Illumina [993501]	1
2018-11-09	29551738	Dong J	2018-03-15	Clin Gastroenterol Hepatol	www.ncbi.nlm.nih.gov/pubmed/29551738	Interactions Between Genetic Variants and Environmental Factors Affect Risk of Esophageal Adenocarcinoma and Barrett's Esophagus.	Esophageal adenocarcinoma x smoking interaction	2,284 European ancestry cases, 2,182 European ancestry controls	NA	Illumina [993501]	2
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	Illumina [up to 9281895] (imputed)	259
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Urinary metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	Illumina [up to 9281895] (imputed)	14
2018-11-09	29551738	Dong J	2018-03-15	Clin Gastroenterol Hepatol	www.ncbi.nlm.nih.gov/pubmed/29551738	Interactions Between Genetic Variants and Environmental Factors Affect Risk of Esophageal Adenocarcinoma and Barrett's Esophagus.	Esophageal adenocarcinoma x BMI interaction	2,284 European ancestry cases, 2,182 European ancestry controls	NA	Illumina [993501]	0
2018-07-04	29538362	Jilling T	2018-03-14	Pediatr Res	www.ncbi.nlm.nih.gov/pubmed/29538362	Surgical necrotizing enterocolitis in extremely premature neonates is associated with genetic variations in an intergenic region of chromosome eight.	Surgical necrotising enterocolitis in extremely premature birth	20 African American cases, 6 Hispanic Caucasian cases, 4 European ancestry cases,  283 African American controls, 130 Hispanic Caucasian controls, 133 European ancestry controls,	NA	Illumina [8270200] (imputed)	29
2018-06-29	29547969	Chen X	2018-03-14	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/29547969	A genome-wide association study of IgM antibody against phosphorylcholine: shared genetics and phenotypic relation to chronic lymphocytic leukemia.	Immunoglobulin M against phosphorylcholine (IgM anti-PC) levels	3,002 European ancestry individuals	646 European ancestry individuals	Illumina [NR] (imputed)	1
2018-09-20	29532581	Hallfors J	2018-03-13	Addict Biol	www.ncbi.nlm.nih.gov/pubmed/29532581	Genome-wide association study in Finnish twins highlights the connection between nicotine addiction and neurotrophin signaling pathway.	Smoking behaviour (cigarettes smoked per day)	1,715 Finnish ancestry ever smoker individuals from 739 families	7,344 Finnish ancestry ever smoker individuals	Illumina [9469131] (imputed)	0
2018-05-02	29534260	Kim SK	2018-03-13	Int J Sports Med	www.ncbi.nlm.nih.gov/pubmed/29534260	Two Genetic Variants Associated with Plantar Fascial Disorders.	Plantar fascial disorders	17,627 European ancestry cases, 2,044 Latin American cases, 1,300 East Asian cases, 658 African American cases, 65,637 European ancestry controls, 6,516 Latin American controls, 6,218 East Asian controls, 2,508 African American controls	NA	Affymetrix [9322588] (imputed)	2
2019-01-11	29532581	Hallfors J	2018-03-13	Addict Biol	www.ncbi.nlm.nih.gov/pubmed/29532581	Genome-wide association study in Finnish twins highlights the connection between nicotine addiction and neurotrophin signaling pathway.	Nicotine withdrawal	540 Finnish ancestry cases and 1,163 Finnish ancestry controls from up to 739 families	NA	Illumina [9469131] (imputed)	18
2018-09-20	29532581	Hallfors J	2018-03-13	Addict Biol	www.ncbi.nlm.nih.gov/pubmed/29532581	Genome-wide association study in Finnish twins highlights the connection between nicotine addiction and neurotrophin signaling pathway.	Nicotine withdrawal symptom count	1,703 Finnish ancestry ever smoker individuals from up to 739 families	NA	Illumina [9469131] (imputed)	25
2018-09-20	29532581	Hallfors J	2018-03-13	Addict Biol	www.ncbi.nlm.nih.gov/pubmed/29532581	Genome-wide association study in Finnish twins highlights the connection between nicotine addiction and neurotrophin signaling pathway.	Nicotine dependence	873 Finnish ancestry cases and 842 Finnish ancestry controls from 739 families	NA	Illumina [9469131] (imputed)	16
2018-09-20	29532581	Hallfors J	2018-03-13	Addict Biol	www.ncbi.nlm.nih.gov/pubmed/29532581	Genome-wide association study in Finnish twins highlights the connection between nicotine addiction and neurotrophin signaling pathway.	Nicotine dependence symptom count	1,715 Finnish ancestry ever smoker individuals from 739 families	NA	Illumina [9469131] (imputed)	35
2018-09-20	29532581	Hallfors J	2018-03-13	Addict Biol	www.ncbi.nlm.nih.gov/pubmed/29532581	Genome-wide association study in Finnish twins highlights the connection between nicotine addiction and neurotrophin signaling pathway.	Smoking behaviour (maximum cigarettes in a 24 hour period)	1,711 Finnish ancestry ever smoker individuals from up to 739 families	NA	Illumina [9469131] (imputed)	12
2018-05-21	29534301	Nishida N	2018-03-13	Hepatology	www.ncbi.nlm.nih.gov/pubmed/29534301	Key HLA-DRB1-DQB1 haplotypes and role of the BTNL2 gene for response to a hepatitis B vaccine.	Response to hepatitis B vaccine	107 Japanese ancestry low responder individuals, 351 Japanese ancestry intermediate responder individuals, 735 Japanese ancestry high responder individuals	NA	Affymetrix [427664]	20
2018-06-27	29527006	Warrier V	2018-03-12	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29527006	Genome-wide analyses of self-reported empathy: correlations with autism, schizophrenia, and anorexia nervosa.	Empathy quotient	22,318 European ancestry males, 24,543 European ancestry females	NA	Illumina [9955952] (imputed)	11
2019-01-18	29531354	Malik R	2018-03-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29531354	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	Ischemic stroke (cardioembolic)	7,193 European ancestry cases, 406,111 European ancestry controls	NA	NR [~ 8000000] (imputed)	5
2019-01-18	29531354	Malik R	2018-03-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29531354	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	Ischemic stroke (small-vessel)	5,386 European ancestry cases, 192,662 European ancestry controls	NA	NR [~ 8000000] (imputed)	2
2018-07-11	29531354	Malik R	2018-03-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29531354	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	Ischemic stroke	34,217 European ancestry cases, 406,111 European ancestry controls, 17,369 East Asian ancestry cases, 28,195 East Asian ancestry controls, 2,437 South Asian ancestry cases, 6,707 South Asian ancestry controls, 5,541 African American cases, 15,146 African American controls, 222 Asian ancestry cases, 333 Asian ancestry controls, 555 Latin American cases, 692 Latin American controls	NA	NR [~ 8000000] (imputed)	28
2018-07-11	29531354	Malik R	2018-03-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29531354	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	Ischemic stroke (cardioembolic)	7,193 European ancestry cases, 406,111 European ancestry controls, 847 East Asian ancestry cases, 28,195 East Asian ancestry controls, 422 South Asian ancestry cases, 6,707 South Asian ancestry controls, 414 African American cases, 15,146 African American controls, 31 Asian ancestry cases, 333 Asian ancestry controls, 99 Latin American cases, 692 Latin American controls	NA	NR [~ 8000000] (imputed)	10
2018-07-11	29531354	Malik R	2018-03-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29531354	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	Ischemic stroke (small-vessel)	5,386 European ancestry cases, 192,662 European ancestry controls, 5,096 East Asian ancestry cases, 28,195 East Asian ancestry controls, 314 South Asian ancestry cases, 6,707 South Asian ancestry controls, 694 African American cases, 15,146 African American controls, 134 Asian ancestry cases, 333 Asian ancestry controls, 86 Latin American cases, 692 Latin American controls	NA	NR [~ 8000000] (imputed)	9
2018-07-11	29531354	Malik R	2018-03-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29531354	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	Ischemic stroke (large artery atherosclerosis)	4,373 European ancestry cases, 406,111 European ancestry controls, 1,626 East Asian ancestry cases, 28,195 East Asian ancestry controls, 355 South Asian ancestry cases, 6,707 South Asian ancestry controls, 259 African American cases, 15,146 African American controls, 34 Asian ancestry cases, 333 Asian ancestry controls, 41 Latin American cases, 692 Latin American controls	NA	NR [~ 8000000] (imputed)	8
2019-01-18	29531354	Malik R	2018-03-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29531354	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	Ischemic stroke	34,217 European ancestry cases, 406,111 European ancestry controls	NA	NR [~ 8000000] (imputed)	19
2019-01-18	29531354	Malik R	2018-03-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29531354	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	Ischemic stroke (large artery atherosclerosis)	4,373 European ancestry cases, 406,111 European ancestry controls	NA	NR [~ 8000000] (imputed)	6
2018-07-11	29531354	Malik R	2018-03-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29531354	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	Stroke	40,585 European ancestry cases, 406,111 European ancestry controls, 17,369 East Asian ancestry cases, 28,195 East Asian ancestry controls, 2,437 South Asian ancestry cases, 6,707 South Asian ancestry controls, 5,541 African American cases, 15,154 African American controls, 365 Asian ancestry cases, 333 Asian ancestry controls, 865 Latin American cases, 692 Latin American controls	NA	NR [~ 8000000] (imputed)	32
2018-05-11	29531279	Zhou S	2018-03-12	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29531279	Genome-wide association analysis identifies new candidate risk loci for familial intracranial aneurysm in the French-Canadian population.	Intracranial aneurysm	173 French Canadian cases, 1,772 French Canadian controls	2,617 cases, 1,416 controls	Illumina [7614484] (imputed)	31
2019-01-18	29531354	Malik R	2018-03-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29531354	Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes.	Stroke	40,585 European ancestry cases, 406,111 European ancestry controls	NA	NR [~ 8000000] (imputed)	22
2018-07-11	29631748	McCoy TH Jr.	2018-03-10	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/29631748	Genome-wide association identifies a novel locus for delirium risk.	Delirium	421 European ancestry cases, 5,614 European ancestry controls	NA	Illumina [up to 1747639] (imputed)	27
2018-05-11	29523524	Singh S	2018-03-09	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/29523524	Genome Wide Association Study Identifies the HMGCS2 Locus to be Associated With Chlorthalidone Induced Glucose Increase in Hypertensive Patients.	Change in glucose in response to thiazide diuretic treatment in hypertension	135 African American individuals, 175 European ancestry individuals	140 African American individuals, 222 European ancestry individuals	Illumina [at least 2500000] (imputed)	6
2018-05-18	29523850	Gilchrist JJ	2018-03-09	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29523850	Risk of nontyphoidal Salmonella bacteraemia in African children is modified by STAT4.	Nontyphoidal Salmonella bacteraemia	180 Kenyan ancestry cases, 2,677 Kenyan ancestry controls	171 Sub-Saharan African ancestry cases, 563 Sub-Saharan African ancestry controls	Affymetrix [at least 4669480] (imputed)	2
2018-08-21	29518117	Lee HS	2018-03-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29518117	Nuclear receptor and VEGF pathways for gene-blood lead interactions, on bone mineral density, in Korean smokers.	Bone mineral density x blood lead interaction in current smokers (2df test)	119 Korean ancestry current smokers	NA	Affymetrix [344396]	3
2018-08-21	29518117	Lee HS	2018-03-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29518117	Nuclear receptor and VEGF pathways for gene-blood lead interactions, on bone mineral density, in Korean smokers.	Bone mineral density x blood lead interaction in current smokers (1df test)	119 Korean ancestry current smokers	NA	Affymetrix [344396]	1
2018-05-08	29520036	Stein MB	2018-03-08	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29520036	Genome-wide analysis of insomnia disorder.	Insomnia	2,297 European American cases, 334 African American cases, 606 Latino American cases, 9,176 European American controls, 2,345 African American controls, 2,893 Latino American controls	NA	Illumina [at least 360704] (imputed)	28
2018-07-02	29511167	Theriault S	2018-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29511167	A transcriptome-wide association study identifies PALMD as a susceptibility gene for calcific aortic valve stenosis.	Calcific aortic valve stenosis	1,009 French Canadian cases, 1,017 French Canadian controls	1,391 European ancestry cases, 352,195 European ancestry controls	Illumina [7732680] (imputed)	1
2018-05-18	29514873	Mychaleckyj JC	2018-03-07	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/29514873	Multiplex genomewide association analysis of breast milk fatty acid composition extends the phenotypic association and potential selection of FADS1 variants to arachidonic acid, a critical infant micronutrient.	Breast milk fatty acid composition (infant genotype effect)	1,142 Bangladeshi ancestry infants	NA	Illumina [~ 932000]	8
2018-08-20	29513936	Haasnoot AJW	2018-03-07	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/29513936	An amino acid motif in HLA-DRβ1 distinguishes patients with uveitis in juvenile idiopathic arthritis.	Uveitis in juvenile idiopathic arthritis	192 European ancestry JIA-associated uveitis cases, 330 European ancestry controls	NA	Illumina [10051917] (imputed)	0
2018-08-20	29513936	Haasnoot AJW	2018-03-07	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/29513936	An amino acid motif in HLA-DRβ1 distinguishes patients with uveitis in juvenile idiopathic arthritis.	Uveitis (juvenile idiopathic arthritis-associated)	192 European ancestry JIA-associated uveitis cases, 398 European ancestry controls	NA	Illumina [10051917] (imputed)	2
2018-08-20	29513936	Haasnoot AJW	2018-03-07	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/29513936	An amino acid motif in HLA-DRβ1 distinguishes patients with uveitis in juvenile idiopathic arthritis.	Arthritis (juvenile idiopathic)	522 European ancestry JIA cases, 398 European ancestry controls	NA	Illumina [10051917] (imputed)	0
